comic_no,Book Title,Issue,Vol,Month,Year,genre,link,our_idx,img_folderpath,_old_comic_no,
189,Jumbo Comics: Sheena and The Slave-runners of Bombaru,156,1,Feb,1952,jungle|horror|female|fantasy|western,https://digitalcomicmuseum.com/index.php?dlid=19195,197,,3648,
190,Jumbo Comics: Sheena and 	Gun-Trek to Panther Valley,158,1,Apr,1952,jungle|horror|female|western,https://digitalcomicmuseum.com/index.php?dlid=19347,198,,3649,
191,Jumbo Comics: Sheena and Hangman's Haunt,162,1,Aug,1952,jungle|war|female|horror|fantasy,https://digitalcomicmuseum.com/index.php?dlid=20143,199,,3650,
192,Jumbo Comics: Sheena and Cagliostro Cursed Thee,162,1,Sep,1952,jungle|horror|scifi|fantasy|female,https://digitalcomicmuseum.com/index.php?dlid=18823,200,,3651,
193,Jumbo Comics: Sheena and Voodoo Flames,36,37,Feb,1942,jungle|spy|western|scifi|female,https://digitalcomicmuseum.com/index.php?dlid=7267,201,,3652,
194,Jumbo Comics: Sheena and Rogue beast prey,70,37,Dec,1944,jungle|spy|western|scifi|female|horror,https://digitalcomicmuseum.com/index.php?dlid=29367,202,,3653,
195,Jumbo Comics: Sheena and Terror Trail of the Devil's Horns,75,40,May,1945,jungle|spy|war|scifi|female|horror|fantasy,https://digitalcomicmuseum.com/index.php?dlid=16144,203,,3654,
196,Jumbo Comics: Sheena and Land That Time Forgot,77,40,Jul,1945,jungle|spy|war|scifi|female|horror|fantasy,https://digitalcomicmuseum.com/index.php?dlid=16131,204,,3655,
197,Jumbo Comics: Sheena and The Wizard of Gorilla Glade,147,1,May,1951,jungle|fantasy|western|female,https://digitalcomicmuseum.com/index.php?dlid=18293,205,,3656,
198,Jumbo Comics: Sheena and Golden Girl of Africa,159,1,May,1952,jungle|horrorr|scifi|female,https://digitalcomicmuseum.com/index.php?dlid=3928,206,,3657,
199,Jungle Comics: Kaanga and Captive of the Voodoo Master,9,35,Sep,1940,jungle|scifi,https://digitalcomicmuseum.com/index.php?dlid=20568,207,,3658,
200,Jungle Comics: Kaanga and Vengeance of the Gorilla Hordes,14,36,Feb,1941,jungle|adventure,https://digitalcomicmuseum.com/index.php?dlid=22387,208,,3659,
201,Jungle Comics: Kaanga and Gorillas of Witch Queen,26,36,Feb,1942,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=12580,209,,3660,
202,Jungle Comics: Kaanga and The White Sheik,43,38,Jul,1943,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=11862,210,,3661,
203,Jungle Comics: Kaanga and Monster of the Boiling Pool,44,38,Aug,1943,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=17248,211,,3662,
204,Jungle Comics: Kaanga and Blood Raiders of the Tree-Trail,46,38,1943,Oct,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=13847,212,,3663,
205,Jungle Comics: Kaanga and 	Bush-Devil's Spoor,60,38,Dec,1944,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=20144,213,,3664,
206,Jungle Comics: Kaanga and Curse of the Blood Madness,61,38,Jan,1945,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=17626,214,,3665,
207,Jungle Comics: Kaanga and 	The Killers of M'omba Raj,73,40,Jan,1946,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=23996,215,,3666,
208,Jungle Comics: Kaanga and 	Land of No Return,74,1,Feb,1946,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=9151,216,,3667,
209,Jungle Comics: Kaanga and Congo Kill,75,1,Mar,1946,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=8750,217,,3668,
210,"Jungle Comics: Kaanga and Monstrosso, King of the Apes",76,1,Apr,1946,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=9482,218,,3669,
211,Jungle Comics: Kaanga and Death Has a Thousand Fangs,79,1,Jul,1946,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=9172,219,,3670,
212,Jungle Comics: Kaanga and 	Safari into Shadowland,8,35,Aug,1940,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=16057,220,,3671,
213,Jungle Comics: Kaanga and The Blade of Buddha,101,1,May,1948,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=10117,221,,3672,
214,Jungle Comics: Kaanga and The Trek of the Terror-Paws,111,1,Mar,1949,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=11957,222,,3673,
215,Jungle Comics: Kaanga and Mad Jackals Hunt by Night,114,1,Jun,1949,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=10901,223,,3674,
216,Jungle Comics: Kaanga and The Banshees of Voodoo Veldt!,116,1,Aug,1949,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=9616,224,,3675,
217,Jungle Comics: Kaanga and The Fangs of the Hooded Scorpion!,117,1,Sep,1949,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=9115,225,,3676,
218,Jungle Comics: Kaanga and Raid of the Fire-Fangs,110,1,Feb,1949,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=18115,226,,3677,
219,Jungle Comics: Kaanga and Wolves of the Desert Night,121,1,Feb,1950,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=18421,227,,3678,
220,Jungle Comics: Kaanga and The Ark of the Mist-Maids!,123,1,Mar,1950,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=9490,228,,3679,
221,Jungle Comics: Kaanga and Trail of the pharoahs eye,124,1,Apr,1950,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=14556,229,,3680,
222,Jungle Comics: Kaanga and Skulls for Sale on Dismal River,125,1,May,1950,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=13868,230,,3681,
223,"Jungle Comics: Kaanga and Simba, King of the Beasts",127,1,Jul,1950,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=14555,231,,3682,
224,Jungle Comics: Kaanga and Phantoms of the Congo,130,1,Oct,1950,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=9436,232,,3683,
225,Jungle Comics: Kaanga and Treasure-Tomb of the Ape-King,131,1,Nov,1950,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=13903,233,,3684,
226,Jungle Comics: Kaanga and Scourge of the Soudan,133,1,Jan,1951,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=12591,234,,3685,
227,Jungle Comics: Kaanga and The Black Avengers of Kaffir Pass,134,1,Feb,1951,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=14136,235,,3686,
228,Jungle Comics: Kaanga and The Safari of Golden Ghosts,137,1,Mar,1951,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=17899,236,,3687,
229,Jungle Comics: Kaanga and The Death-Hunt of the Man-Cubs,141,1,Apr,1951,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=14137,237,,3688,
230,Jungle Comics: Kaanga and Sheeba of the terror claws,142,1,May,1951,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=16983,238,,3689,
231,Jungle Comics: Kaanga and The Moons of Devil Drums,143,1,June,1951,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=14425,239,,3690,
232,Jungle Comics: Kaanga and Quest of the Dragon's Claw,144,1,Dec,1951,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=14426,240,,3691,
233,Jungle Comics: Kaanga and Orphans of the Congo,146,1,Feb,1952,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=23112,241,,3692,
234,Jungle Comics: Kaanga and Treasure to Tembo Wanculu,147,1,Mar,1952,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=32446,242,,3693,
235,Jungle Comics: Kaanga and 	Swamp of the Shrieking Dead,155,1,Nov,1952,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=11715,243,,3694,
236,Jungle Comics: Kaanga and Birdmen of Konkorra Cliffs,151,1,Jul,1952,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=23120,244,,3695,
237,Jungle Comics: Kaanga and The Rogues of Skullbone Bwana,158,1,Apr,1953,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=20360,245,,3696,
238,Jungle Comics: Kaanga and 	The Temple of the Leopard,162,1,Apr,1954,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=13763,246,,3697,
239,Jungle Comics: Kaanga and A Warrior Must Die!,163,1,Jun,1954,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=13287,247,,3698,
240,Jungle Comics: Kaanga and Land of Shrunken Skulls,31,1,Jul,1942,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=19197,248,,3699,
241,"Jungle Comics: Kaanga and Wambi, The Jungle Boy",62,1,Feb,1945,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=34028,249,,3700,
242,Jungle Comics: Kaanga and Flame-Tongues of the Sky Gods!,95,1,Nov,1947,jungle|adventure|animal,https://digitalcomicmuseum.com/index.php?dlid=16147,250,,3701,
243,Jo Jo Comics: Congo King,30,1,Aug,1949,jungle|adventure,https://www.abebooks.com/servlet/BookDetailsPL?bi=22868618595,251,,3702,
244,Fawcett Comics: Captain marvel Jr and Headline Headaches,59,1,Mar,1958,superhero|teen,"https://dc.fandom.com/wiki/Captain_Marvel,_Jr._Vol_1_59",252,,3703,
245,Jungle Comics: Kaanga and Warrior Apes of Voodoo Veldt,1,1,Apr,1950,jungle|adventure|animal,https://www.amazon.sg/Kaanga-Comics-Golden-Jungle-King/dp/1501003186,253,,3704,
246,Jungle Comics: Kaanga and Congo Kill Cry,8,1,Apr,1951,jungle|adventure|animal,https://www.comics.org/issue/9020/,254,,3705,
247,Jungle Comics: Kaanga and Death Web of Amazon,13,1,Sep,1951,jungle|adventure|animal,https://www.comics.org/issue/9994/,255,,3706,
248,Keen Detective Funnies: Alias the Clock,8,1,Jul,1938,detective|mystery|humour,https://digitalcomicmuseum.com/index.php?dlid=15759,256,,3707,
249,Keen Detective Funnies: Case of the Conqueror's Counterfeits,11,1,Dec,1938,detective|mystery|humour,https://digitalcomicmuseum.com/index.php?dlid=15760,257,,3708,
250,Kid Eternity: The Count,3,1,Sep,1946,superhero|adventure|fantasy,https://digitalcomicmuseum.com/index.php?dlid=23045,258,,3709,
251,Kid Eternity: Baron Roxx,17,1,Sep,1949,superhero|humour,https://digitalcomicmuseum.com/index.php?dlid=27117,259,,3710,
252,Lightning Comics: Flash Lightning vs Mummy,6,1,Apr,1941,superhero|detective|mystery,https://digitalcomicmuseum.com/index.php?dlid=22639,260,,3711,
253,Farrell Comics: Lone Rider and Horns of Menace,12,1,Feb,1953,western,https://digitalcomicmuseum.com/index.php?dlid=21165,261,,3712,
254,Farrell Comics: Lone Rider and Six-Gun Smoke,22,1,Oct,1954,western,https://digitalcomicmuseum.com/index.php?dlid=19651,262,,3713,
255,Master Comics: Captain Marvel Jr and the Art Gallery Theft,117,1,Aug,1955,superhero|teen,https://www.amazon.de/-/en/Fawcett-Comics-ebook/dp/B018N80BQI,263,,3714,
256,Manhunt: The Avenging Axe,1,1,Oct,1947,adventure|detective|mystery,https://digitalcomicmuseum.com/index.php?dlid=18816,264,,3715,
257,Manhunt: Knife of a Thousand cuts,5,1,Feb,1948,adventure|detective|mystery,https://digitalcomicmuseum.com/index.php?dlid=15552,265,,3716,
258,Manhunt: Terror From the Tomb!,7,1,Apr,1948,adventure|detective|mystery|western,https://www.amazon.de/-/en/Fawcett-Comics-ebook/dp/B018N80BQI,266,,3717,
259,Manhunt: The Desert Devil,8,1,May,1948,adventure|detective|mystery|western,https://digitalcomicmuseum.com/index.php?dlid=16815,267,,3718,
260,Manhunt: The Case of the Curious Cards,9,1,Jun,1948,adventure|detective|mystery|western,https://digitalcomicmuseum.com/index.php?dlid=19514,268,,3719,
261,"Manhunt: Anubis, The Assassin!",11,1,Aug,1948,adventure|detective|mystery|western,https://digitalcomicmuseum.com/index.php?dlid=23150,269,,3720,
262,Manhunt: The Horror of the Hearse,3,1,Dec,1947,adventure|crime|scifi,https://digitalcomicmuseum.com/index.php?dlid=14115,270,,3721,
263,Marvel Family: Earth Ring menace,54,1,Dec,1950,superhero|action|adventure,https://gocollect.com/comic/the-marvel-family-54,271,,3722,
264,Marvel Family: laugh Thrill and Suspense,13,1,Jul,1947,superhero|action|adventure,https://dyn1.heritagestatic.com/lf?set=path%5B2%2F4%2F9%2F1%2F2%2F24912240%5D%2Csizedata%5B850x600%5D&call=url%5Bfile%3Aproduct.chain%5D,272,,3723,
265,Marvel Family: Sivana family newspaper,23,1,May,1948,superhero|action|adventure,https://dyn1.heritagestatic.com/lf?set=path%5B2%2F2%2F8%2F3%2F2283545%5D%2Csizedata%5B850x600%5D&call=url%5Bfile%3Aproduct.chain%5D,273,,3724,
266,Marvel Family: Money Making Mystery,60,1,Jun,1951,superhero|mystery|adventure,https://img.gocollect.com/eyJidWNrZXQiOiJnb2NvbGxlY3QuaW1hZ2VzLnB1YiIsImtleSI6ImRiY2ZjYzQzLWVmYWMtNDQwOC04ODRjLTBlOWQ3YjQ3NDVlOC5qcGciLCJlZGl0cyI6W119,274,,3725,
267,Marvel Family: King Skull kills democracy,67,1,Jan,1952,superhero|action|adventure,https://files1.comics.org//img/gcd/covers_by_id/38/w200/38030.jpg?5738078230082743656,275,,3726,
268,Marvel Family: Space Ghoul,80,1,Feb,1953,superhero|scifi|adventure,https://static.wikia.nocookie.net/marvel_dc/images/9/9e/Marvel_Family_Vol_1_80.jpg/revision/latest/scale-to-width-down/348?cb=20100413164159,276,,3727,
269,Marvel Family: Unlce marvel,6,1,Nov,1946,superhero,https://dc.fandom.com/wiki/Marvel_Family_Vol_1_6,277,,3728,
270,Marvel Family:  battles Baffling Mr. Triangle,15,1,Sep,1947,superhero|action,https://dc.fandom.com/wiki/Marvel_Family_Vol_1_15,278,,3729,
271,Bulletman: Revenge of Mara Myle,7,1,Oct,1940,superhero|action,https://dc.fandom.com/wiki/Master_Comics_Vol_1_7,279,,3730,
272,Bulletman: Coming of Triple Threat,12,1,Mar,1941,superhero|action,https://dc.fandom.com/wiki/Master_Comics_Vol_1_12,280,,3731,
273,Bulletman: Unholy Three,17,1,Aug,1941,superhero|action,https://dc.fandom.com/wiki/Master_Comics_Vol_1_17,281,,3732,
274,"Captain Marvel, Jr.: Liberty for the Chetniks",36,1,Mar,1943,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_36,282,,3733,
275,"Captain Marvel, Jr.: The Secret Weapon",38,1,May,1943,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_38,283,,3734,
276,"Captain Marvel, Jr.: The Marble Madness",41,1,Aug,1943,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_41,284,,3735,
277,"Captain Marvel, Jr.: Captain Marvel, Jr. Battles for Stalingrad",43,1,Oct,1943,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_43,285,,3736,
278,"Captain Marvel, Jr.: The Battle of the Ghosts",50,1,May,1944,superhero|mystery|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_50,286,,3737,
279,"Captain Marvel, Jr.: The Human Magnet",84,1,Oct,1947,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_84,287,,3738,
280,"Captain Marvel, Jr.: Captain Marvel Jr. Battles the Blockmen",91,1,May,1948,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_91,288,,3739,
281,"Captain Marvel, Jr.: The Growing Giant",93,1,Jul,1948,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_93,289,,3740,
282,"Captain Marvel, Jr.: The Return of the Acrobat!",112,1,Feb,1950,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_112,290,,3741,
283,"Captain Marvel, Jr.: The Man Without Fingerprints",119,1,Dec,1950,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_119,291,,3742,
284,"Captain Marvel, Jr.: Capt. Marvel Jr. Battles The Water Crime",122,1,Jun,1951,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_122,292,,3743,
285,"Captain Marvel, Jr.: The Slave Trader",39,1,Jun,1943,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_39,293,,3744,
286,"Captain Marvel, Jr.: The Doubting Thomas Doubter",97,1,Nov,1948,superhero|action|teen,https://dc.fandom.com/wiki/Master_Comics_Vol_1_97,294,,3745,
287,Blackhawk: The Blast Bandits,75,1,Jul,1948,adventure|war|aviation|scifi,https://dc.fandom.com/wiki/Modern_Comics_Vol_1_75,295,,3746,
288,"Blackhawk: Skoska, Tyrant of Terror",80,1,Dec,1948,adventure|war|aviation|scifi,https://dc.fandom.com/wiki/Modern_Comics_Vol_1_80,296,,3747,
289,Blackhawk: The Tyranny of Twilight,86,1,Jun,1949,adventure|war|aviation|scifi,https://dc.fandom.com/wiki/Modern_Comics_Vol_1_86,297,,3748,
290,Uncle Sam: Yiffendi Invades the Philippines,3,1,Sep,1940,adventure|war|aviation|sports,https://dc.fandom.com/wiki/National_Comics_Vol_1_3,298,,3749,
291,Uncle Sam: The Phony Heinrich Brun,10,1,Apr,1941,adventure|war|aviation|sports,https://dc.fandom.com/wiki/National_Comics_Vol_1_10,299,,3750,
292,Uncle Sam: The Black Fog Mystery,19,1,Jan,1942,adventure|war|aviation|sports,https://dc.fandom.com/wiki/National_Comics_Vol_1_19,300,,3751,
293,Uncle Sam: Cadaver and Koba,23,1,Jun,1942,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_23,301,,3752,
294,Uncle Sam: Worlds Greates Hero,24,1,Aug,1942,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_24,302,,3753,
295,Uncle Sam: The Iliad,32,1,May,1943,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_32,303,,3754,
296,"Uncle Sam: Mobtown, U.S.A.!",33,1,Jul,1943,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_33,304,,3755,
297,Uncle Sam: The Invisible Man,35,1,Sep,1943,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_35,305,,3756,
298,Uncle Sam: RATS in America's Ration Books!!,39,1,Feb,1944,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_39,306,,3757,
299,Uncle Sam: Boat of the Dead,38,1,Jan,1944,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_38,307,,3758,
300,Uncle Sam: Smashing the Enemies of Free Speech!,2,1,Aug,1940,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_2,308,,3759,
301,The Barker: The Curse of Raz-Ma-Taz,54,1,Jun,1946,adventure|humor|children|mystery,https://dc.fandom.com/wiki/National_Comics_Vol_1_54,309,,3760,
302,Uncle Sam: Lugati,28,1,Jan,1943,adventure|war|aviation|superhero,https://dc.fandom.com/wiki/National_Comics_Vol_1_28,310,,3761,
303,Northwest Mounties: Ruthless Renegades,4,1,Jan,1940,detective|crime,https://www.comics.org/issue/234724/,311,,3762,
304,"Nyoka the Jungle Girl: Queen of the Jewels, Chapter I: Shining Secret",6,1,Apr,1947,jungle|humor,https://digitalcomicmuseum.com/index.php?dlid=31958,312,,3763,
305,Nyoka the Jungle Girl: Jungle Head of doom,45,1,Jul,1950,jungle|humor,https://digitalcomicmuseum.com/index.php?dlid=21388,313,,3764,
306,Planet Comics: Space Rangers in the Lost World,26,1,Sep,1943,scifi|adventure,https://www.comics.org/issue/3119/,314,,3765,
307,Planet Comics: Space Rangers in slavers of red star,28,1,Jan,1944,scifi|adventure,https://gocollect.com/comic/planet-comics-28,315,,3766,
308,Plastic Man: Eerie horror of Gigantic Ants,32,1,Sep,1952,superhero|detective,https://dc.fandom.com/wiki/Plastic_Man_Vol_1_37,316,,3767,
309,Plastic Man: The Killing of Snoopy Hawks,3,1,Mar,1946,superhero|detective|humor,https://dc.fandom.com/wiki/Plastic_Man_Vol_1_3,317,,3768,
